customer_id,age,annual_income,tenure_months,days_since_last_purchase,transactions,total_spend,premium_amount,claims_count,complaints_count,renewals_count,policies_count,channel,region,product_type,clv,recency,frequency,monetary,average_order_value,claim_rate,complaint_rate,renewal_ratio,premium_efficiency,monetary_per_tenure,engagement_score,tenure_band,engagement_style
RID-000820,55.0,71739.72,32.1,122.3,7,1106.87,836.69,0,1,2,3,online,south,plus,4040.3,122.3,7,1106.87,158.1242857142857,0.0,0.14285714285714285,0.6666666666666666,1.322915297182947,34.48193146417445,-1.9276818187071325,growing,digital
RID-000175,41.0,64593.79,20.5,19.6,4,317.99,165.63,0,1,1,4,branch,south,basic,2355.18,19.6,4,317.99,79.4975,0.0,0.25,0.25,1.9198816639497676,15.51170731707317,-3.0903794080126317,growing,in_person
RID-001646,34.0,57061.67,28.6,27.1,7,831.55,615.13,0,2,4,5,agent,north,premium,3431.99,27.1,7,831.55,118.79285714285713,0.0,0.2857142857142857,0.8,1.3518280688634923,29.075174825174823,0.5698956068473753,growing,assisted
RID-001405,26.0,40197.23,37.3,38.0,5,817.1,562.32,1,0,2,5,partner,east,basic,3270.54,38.0,5,817.1,163.42000000000002,0.2,0.0,0.4,1.4530872101294636,21.906166219839143,-0.8378835662381827,mature,assisted
RID-000019,53.0,58856.67,9.4,55.6,14,2077.91,1840.4,3,0,1,4,agent,east,plus,3969.21,55.6,14,2077.91,148.42214285714286,0.75,0.0,0.25,1.1290534666376872,221.05425531914892,1.293565537692275,new,assisted
RID-000424,45.0,66427.34,49.8,21.8,10,875.44,545.36,1,1,3,6,online,north,plus,4316.06,21.8,10,875.44,87.54400000000001,0.16666666666666666,0.1,0.5,1.605251576940003,17.579116465863457,1.430184267787018,mature,digital
RID-001207,34.0,108181.23,35.7,34.0,11,2046.27,1405.21,0,0,1,4,online,east,premium,5180.47,34.0,11,2046.27,186.02454545454546,0.0,0.0,0.25,1.456202275816426,57.31848739495798,0.7586422341873317,growing,digital
RID-000286,41.0,76355.84,40.7,216.3,4,561.84,450.66,0,0,4,7,online,south,basic,2023.27,216.3,4,561.84,140.46,0.0,0.0,0.5714285714285714,1.2467048329117294,13.804422604422605,-5.331396219931962,mature,digital
RID-001429,38.0,77467.25,26.0,37.8,3,429.26,322.11,1,0,2,3,online,west,plus,3841.28,37.8,3,429.26,143.08666666666667,0.3333333333333333,0.0,0.6666666666666666,1.3326503368414515,16.509999999999998,-0.16317627729699047,growing,digital
RID-000429,31.0,80558.52,29.0,97.8,13,2905.76,1565.51,1,0,3,5,online,east,premium,5009.63,97.8,13,2905.76,223.52,0.2,0.0,0.6,1.8561107881776546,100.19862068965519,1.6005774334423832,growing,digital
RID-001361,30.0,97354.41,59.9,32.1,8,2036.12,1264.09,1,0,4,7,agent,south,plus,5529.04,32.1,8,2036.12,254.515,0.14285714285714285,0.0,0.5714285714285714,1.6107397416323206,33.99198664440735,1.393898201647116,mature,assisted
RID-001246,44.0,57972.22,39.1,27.3,10,2084.37,1093.5,0,0,3,4,agent,east,premium,4891.39,27.3,10,2084.37,208.43699999999998,0.0,0.0,0.75,1.906145404663923,53.30869565217391,3.2514598565123403,mature,assisted
RID-000032,39.0,90670.81,29.3,85.7,6,970.98,500.81,0,1,2,5,agent,north,basic,4012.67,85.7,6,970.98,161.83,0.0,0.16666666666666666,0.4,1.9388191130368804,33.13924914675768,-2.8592105272453128,growing,assisted
RID-001011,36.0,58268.8,36.9,82.3,9,1564.11,1211.58,1,2,3,5,branch,north,plus,3893.93,82.3,9,1564.11,173.79,0.2,0.2222222222222222,0.6,1.290967166839994,42.387804878048776,-0.8967160070826392,mature,in_person
RID-001775,52.0,68469.17,40.1,65.7,6,1515.24,848.07,2,0,3,6,agent,east,plus,4025.21,65.7,6,1515.24,252.54,0.3333333333333333,0.0,0.5,1.7866921362623367,37.786533665835414,-0.7011539708166439,mature,assisted
RID-000215,46.0,87977.54,39.6,50.0,9,1244.94,646.55,0,0,3,4,agent,east,basic,4154.16,50.0,9,1244.94,138.32666666666668,0.0,0.0,0.75,1.9255123346995595,31.437878787878788,2.2292051676813465,mature,assisted
RID-000670,56.0,131194.97,34.3,102.5,9,1947.23,1358.57,0,0,4,5,online,west,basic,6043.47,102.5,9,1947.23,216.35888888888888,0.0,0.0,0.8,1.4332938310134922,56.770553935860065,1.0158823887628692,growing,digital
RID-000327,42.0,67524.29,36.0,87.2,13,1913.27,1442.4,2,1,4,5,online,north,plus,4692.55,87.2,13,1913.27,147.17461538461538,0.4,0.07692307692307693,0.8,1.3264489739323349,53.146388888888886,2.4862511016123645,growing,digital
RID-000561,45.0,22285.16,26.8,56.9,10,1602.66,1156.9,0,1,2,5,online,east,basic,3657.0,56.9,10,1602.66,160.26600000000002,0.0,0.1,0.4,1.385305557956608,59.80074626865672,-0.09758367375868031,growing,digital
RID-001050,24.0,81255.32,16.7,16.6,14,3101.75,2232.55,0,1,2,4,branch,west,basic,5795.24,16.6,14,3101.75,221.55357142857142,0.0,0.07142857142857142,0.5,1.389330586101095,185.73353293413174,3.2842010099702277,growing,in_person
RID-001236,61.0,52932.38,45.3,46.0,7,1247.92,751.42,0,0,4,5,agent,east,premium,4248.27,46.0,7,1247.92,178.27428571428572,0.0,0.0,0.8,1.6607489819275507,27.547902869757177,1.8475666983749182,mature,assisted
RID-001352,46.0,122395.88,13.1,40.6,10,2208.2,1518.11,0,0,2,4,agent,east,premium,5972.49,40.6,10,2208.2,220.82,0.0,0.0,0.5,1.4545718030972723,168.5648854961832,1.5334396102786343,growing,assisted
RID-000342,64.0,71109.4,43.7,66.5,4,1010.48,870.37,1,0,3,6,agent,south,basic,3643.44,66.5,4,1010.48,252.62,0.16666666666666666,0.0,0.5,1.160977515309581,23.123112128146452,-1.486799379367522,mature,assisted
RID-000148,31.0,61934.26,33.8,15.0,8,1028.01,824.6,1,2,2,5,branch,east,basic,3467.43,15.0,8,1028.01,128.50125,0.2,0.25,0.4,1.2466771768130003,30.41449704142012,-0.6288401778382142,growing,in_person
RID-000361,48.0,119589.9,43.0,141.6,8,1317.19,1095.42,3,0,2,5,agent,north,premium,4720.55,141.6,8,1317.19,164.64875,0.6,0.0,0.4,1.2024520275328183,30.63232558139535,-2.617463524327655,mature,assisted
RID-000084,45.0,37704.15,34.3,117.1,4,613.56,411.61,1,2,3,4,online,north,plus,2381.99,117.1,4,613.56,153.39,0.25,0.5,0.75,1.4906343383299723,17.888046647230322,-4.741885906637728,growing,digital
RID-000049,44.0,58668.39,27.0,87.1,7,1462.39,1042.76,1,1,3,6,online,east,premium,3650.35,87.1,7,1462.39,208.91285714285715,0.16666666666666666,0.14285714285714285,0.5,1.402422417430665,54.162592592592596,-1.8292183601687015,growing,digital
RID-000469,40.0,58681.79,20.2,23.4,10,2212.44,1815.7,0,0,2,3,online,east,premium,4752.25,23.4,10,2212.44,221.244,0.0,0.0,0.6666666666666666,1.2185052596794625,109.52673267326733,2.9140001871980985,growing,digital
RID-000156,39.0,87960.15,31.8,35.8,7,1128.96,844.07,0,0,3,4,online,east,plus,4717.62,35.8,7,1128.96,161.28,0.0,0.0,0.75,1.3375194000497588,35.50188679245283,1.8669445021050568,growing,digital
RID-001676,46.0,79979.68,21.2,38.7,5,417.04,261.7,0,0,0,2,agent,west,plus,2949.57,38.7,5,417.04,83.408,0.0,0.0,0.0,1.5935804356132979,19.671698113207547,-3.005832092850978,growing,assisted
RID-001317,43.0,77240.41,38.6,73.7,7,1134.48,946.42,0,1,3,5,online,west,plus,3613.79,73.7,7,1134.48,162.06857142857143,0.0,0.14285714285714285,0.6,1.1987067052682743,29.390673575129533,-0.9139470134595746,mature,digital
RID-001092,28.0,80339.77,39.1,12.8,8,2226.19,1781.66,0,0,3,5,online,east,plus,4716.96,12.8,8,2226.19,278.27375,0.0,0.0,0.6,1.2495032722292694,56.935805626598466,2.0920954213177994,mature,digital
RID-001471,38.0,64904.28,39.6,32.0,8,355.21,291.11,0,1,4,5,online,east,basic,3808.03,32.0,8,355.21,44.40125,0.0,0.125,0.8,1.2201916801209163,8.969949494949494,1.8318862941726084,mature,digital
RID-000501,51.0,83587.19,32.0,62.5,6,1184.44,785.46,1,3,4,7,online,north,plus,4277.15,62.5,6,1184.44,197.40666666666667,0.14285714285714285,0.5,0.5714285714285714,1.5079571206681435,37.01375,-3.3967142014724505,growing,digital
RID-000180,39.0,94320.43,35.5,93.9,5,901.03,560.54,0,0,3,4,branch,north,plus,4340.43,93.9,5,901.03,180.206,0.0,0.0,0.75,1.60743211902808,25.38112676056338,-0.5360306246087485,growing,in_person
RID-001481,47.0,80929.93,29.2,36.5,9,1721.66,1084.6,1,0,2,4,online,east,plus,4402.5,36.5,9,1721.66,191.29555555555555,0.25,0.0,0.5,1.587368615157662,58.960958904109596,1.2676323288955715,growing,digital
RID-001600,45.0,109696.55,29.7,60.4,8,1226.03,697.97,1,0,3,4,online,south,basic,4705.22,60.4,8,1226.03,153.25375,0.25,0.0,0.75,1.756565468429875,41.28047138047138,1.5541259680895154,growing,digital
RID-000808,34.0,106379.91,41.9,70.2,11,2477.4,2070.54,2,0,4,6,online,west,plus,5824.22,70.2,11,2477.4,225.21818181818182,0.3333333333333333,0.0,0.6666666666666666,1.196499463907966,59.12649164677805,1.9745722335801663,mature,digital
RID-000529,53.0,70439.24,25.8,51.9,9,857.13,673.22,0,0,3,6,agent,north,plus,3998.13,51.9,9,857.13,95.23666666666666,0.0,0.0,0.5,1.2731796440985115,33.222093023255816,0.8329573261083276,growing,assisted
RID-000347,32.0,80594.72,36.6,82.9,7,833.3,453.75,0,0,2,5,agent,north,enterprise,3843.99,82.9,7,833.3,119.04285714285713,0.0,0.0,0.4,1.8364738292011018,22.76775956284153,-1.342150341283217,mature,assisted
RID-001248,46.0,81686.37,50.9,19.2,10,2121.7,1644.95,0,1,4,5,branch,north,basic,5849.62,19.2,10,2121.7,212.17,0.0,0.1,0.8,1.2898264384935711,41.68369351669941,3.1147138855247656,mature,in_person
RID-001761,29.0,91153.48,27.0,13.5,5,1100.69,624.34,0,1,1,3,branch,east,premium,3592.27,13.5,5,1100.69,220.138,0.0,0.2,0.3333333333333333,1.7629656917705097,40.7662962962963,-1.772182022075997,growing,in_person
RID-001282,42.0,95859.61,28.5,67.8,3,324.73,202.9,0,2,3,6,agent,east,basic,2648.91,67.8,3,324.73,108.24333333333334,0.0,0.6666666666666666,0.5,1.6004435682602267,11.394035087719299,-6.131008859464327,growing,assisted
RID-000922,41.0,110393.58,45.8,45.4,10,1972.7,1308.35,1,1,5,8,agent,north,premium,5846.33,45.4,10,1972.7,197.27,0.125,0.1,0.625,1.5077769709940003,43.07205240174673,1.435368492571785,mature,assisted
RID-001384,41.0,51672.32,20.2,68.8,10,2460.02,1456.91,2,0,2,5,online,north,premium,3816.15,68.8,10,2460.02,246.002,0.4,0.0,0.4,1.688518851541962,121.78316831683169,0.20042865050124664,growing,digital
RID-000602,35.0,80570.98,44.1,148.7,9,1415.51,736.39,1,1,5,8,agent,east,plus,3901.94,148.7,9,1415.51,157.2788888888889,0.125,0.1111111111111111,0.625,1.922228710330124,32.09773242630386,-1.9323066100300441,mature,assisted
RID-000890,34.0,62101.38,37.7,44.5,8,1900.76,1608.07,1,0,4,6,branch,east,premium,4457.07,44.5,8,1900.76,237.595,0.16666666666666666,0.0,0.6666666666666666,1.1820132208175018,50.41803713527851,1.5553740931549438,mature,in_person
RID-000244,44.0,76378.85,37.1,35.1,6,1198.98,725.22,0,0,3,5,agent,west,plus,3991.54,35.1,6,1198.98,199.83,0.0,0.0,0.6,1.6532638371804418,32.31752021563342,0.6995985478366779,mature,assisted
RID-000737,55.0,60901.92,40.2,42.3,7,1069.69,811.63,3,1,2,5,branch,north,basic,3389.97,42.3,7,1069.69,152.81285714285715,0.6,0.14285714285714285,0.4,1.3179527617264024,26.6092039800995,-1.1017569041364266,mature,in_person
RID-001329,42.0,46530.11,13.3,89.7,6,869.93,626.84,2,1,0,2,partner,west,premium,3079.96,89.7,6,869.93,144.98833333333332,1.0,0.16666666666666666,0.0,1.3878023099993617,65.40827067669173,-5.120303697312517,growing,assisted
RID-000313,28.0,40557.37,30.5,50.5,6,727.42,515.39,0,4,2,4,branch,east,plus,2410.99,50.5,6,727.42,121.23666666666666,0.0,0.6666666666666666,0.5,1.4113971943576709,23.84983606557377,-4.498107789178618,growing,in_person
RID-000436,50.0,65748.49,17.9,63.5,12,1898.84,1401.16,0,1,0,3,partner,south,premium,4285.62,63.5,12,1898.84,158.23666666666665,0.0,0.08333333333333333,0.0,1.3551914128293698,106.08044692737431,-1.5633490514015074,growing,assisted
RID-001705,55.0,84979.2,29.2,43.0,6,969.28,571.37,1,0,2,3,branch,south,basic,4641.22,43.0,6,969.28,161.54666666666665,0.3333333333333333,0.0,0.6666666666666666,1.6964138824229482,33.1945205479452,0.8346476785268359,growing,in_person
RID-001288,42.0,108487.34,57.2,154.7,2,382.2,309.67,1,0,5,6,online,north,plus,4712.0,154.7,2,382.2,191.1,0.16666666666666666,0.0,0.8333333333333334,1.2342170697839634,6.681818181818182,-2.9492077470331277,mature,digital
RID-000309,43.0,86481.93,31.2,32.1,8,786.95,627.36,1,0,4,6,agent,south,plus,3387.2,32.1,8,786.95,98.36875,0.16666666666666666,0.0,0.6666666666666666,1.2543834480999745,25.222756410256412,1.9053721473472702,growing,assisted
RID-000431,54.0,81117.28,35.3,112.6,6,1164.96,995.21,2,0,2,4,online,east,premium,3917.61,112.6,6,1164.96,194.16,0.5,0.0,0.5,1.170567016006672,33.00169971671389,-2.024936933850523,growing,digital
RID-000371,29.0,43115.76,33.9,34.3,1,60.0,43.12,0,0,3,5,agent,north,basic,1586.78,34.3,1,60.0,60.0,0.0,0.0,0.6,1.391465677179963,1.7699115044247788,-1.185483154851928,growing,assisted
RID-000567,38.0,93233.53,43.5,29.3,3,205.0,123.28,1,0,3,5,agent,west,basic,3741.0,29.3,3,205.0,68.33333333333333,0.2,0.0,0.6,1.6628812459441922,4.712643678160919,-0.28129001826816513,mature,assisted
RID-001749,26.0,73263.57,52.4,18.0,6,1012.51,743.12,2,0,4,7,agent,east,plus,4122.23,18.0,6,1012.51,168.75166666666667,0.2857142857142857,0.0,0.5714285714285714,1.3625121110991496,19.32270992366412,1.0288149711176622,mature,assisted
RID-000182,63.0,72518.74,28.9,65.7,6,980.31,539.39,2,0,3,6,agent,north,basic,3535.78,65.7,6,980.31,163.385,0.3333333333333333,0.0,0.5,1.8174419251376555,33.92076124567474,-0.7011539708166439,growing,assisted
RID-001730,41.0,93091.83,2.7,52.2,5,1122.54,700.38,1,0,0,2,branch,west,premium,3290.39,52.2,5,1122.54,224.50799999999998,0.5,0.0,0.0,1.6027585025271995,415.75555555555553,-3.3868783615281073,new,in_person
RID-000622,30.0,93564.69,40.4,32.3,11,2277.78,1503.82,0,0,5,6,branch,east,basic,5863.56,32.3,11,2277.78,207.0709090909091,0.0,0.0,0.8333333333333334,1.5146626590948387,56.380693069306936,3.939403755804563,mature,in_person
RID-000675,37.0,65670.38,13.0,57.0,6,662.69,495.1,0,2,1,4,partner,east,premium,3480.87,57.0,6,662.69,110.44833333333334,0.0,0.3333333333333333,0.25,1.3384972732781257,50.97615384615385,-3.9112017729757325,growing,assisted
RID-001126,50.0,91779.23,36.5,18.8,11,2000.5,1290.03,0,0,3,5,online,north,enterprise,5116.67,18.8,11,2000.5,181.86363636363637,0.0,0.0,0.6,1.5507391300977498,54.80821917808219,3.0673388575163143,mature,digital
RID-000782,64.0,92565.66,31.9,48.4,5,927.94,682.23,1,1,2,3,partner,west,basic,4146.25,48.4,5,927.94,185.58800000000002,0.3333333333333333,0.2,0.6666666666666666,1.3601571317590841,29.08902821316615,-0.9670983807796663,growing,assisted
RID-001656,35.0,82340.46,15.8,47.7,4,640.6,399.85,0,0,1,4,online,north,plus,2676.22,47.7,4,640.6,160.15,0.0,0.0,0.25,1.6021007877954232,40.54430379746835,-2.29877627563561,growing,digital
RID-000297,28.0,74440.99,39.0,64.1,9,1787.22,1419.79,0,0,3,4,branch,west,plus,4655.5,64.1,9,1787.22,198.58,0.0,0.0,0.75,1.2587917931525086,45.826153846153844,1.831223509285234,mature,in_person
RID-000745,49.0,96813.11,61.8,103.7,6,1291.68,785.57,1,0,6,8,online,south,enterprise,4437.73,103.7,6,1291.68,215.28,0.125,0.0,0.75,1.6442583092531537,20.90097087378641,-0.43110954555602954,mature,digital
RID-000462,46.0,50786.58,20.9,22.4,6,1353.22,1050.06,0,0,3,4,partner,west,plus,3841.35,22.4,6,1353.22,225.53666666666666,0.0,0.0,0.75,1.288707311963126,64.74736842105264,1.8636357613662389,growing,assisted
RID-001174,50.0,97485.41,32.5,37.3,7,476.21,327.31,0,0,3,5,agent,north,plus,3886.6,37.3,7,476.21,68.03,0.0,0.0,0.6,1.4549204118419845,14.652615384615384,1.0190345633298552,growing,assisted
RID-000977,51.0,101134.18,32.8,169.8,8,1328.06,680.82,0,0,3,4,online,north,basic,4230.36,169.8,8,1328.06,166.0075,0.0,0.0,0.75,1.9506771246438117,40.489634146341466,-1.533760090671815,growing,digital
RID-000378,62.0,74511.94,25.1,20.5,7,670.73,392.8,0,0,2,4,branch,east,basic,3702.54,20.5,7,670.73,95.81857142857143,0.0,0.0,0.5,1.707561099796334,26.72231075697211,0.956177832476232,growing,in_person
RID-001284,51.0,69113.98,44.1,55.1,5,1197.9,1035.51,2,0,4,7,branch,north,enterprise,4368.54,55.1,5,1197.9,239.58,0.2857142857142857,0.0,0.5714285714285714,1.156821276472463,27.16326530612245,-0.39988907096893633,mature,in_person
RID-000106,48.0,65171.6,27.3,30.3,8,2202.44,1555.69,0,0,1,4,branch,east,premium,5235.36,30.3,8,2202.44,275.305,0.0,0.0,0.25,1.4157319260263934,80.67545787545788,-0.2815201959339535,growing,in_person
RID-000127,45.0,88707.85,6.2,31.6,6,926.6,818.5,0,1,0,1,online,west,basic,3401.98,31.6,6,926.6,154.43333333333334,0.0,0.16666666666666666,0.0,1.1320708613317043,149.4516129032258,-3.4803934595242785,new,digital
RID-001024,40.0,101308.83,21.1,96.6,8,896.06,768.81,1,0,2,5,branch,north,plus,3811.23,96.6,8,896.06,112.0075,0.2,0.0,0.4,1.1655155369987382,42.46729857819905,-1.3473092954038903,growing,in_person
RID-000793,24.0,50559.74,33.2,37.9,7,703.89,353.8,0,0,4,7,online,north,basic,4234.84,37.9,7,703.89,100.55571428571429,0.0,0.0,0.5714285714285714,1.9895138496325606,21.201506024096382,0.8486569899008252,growing,digital
RID-000356,54.0,77044.15,40.2,48.4,8,1257.49,1056.37,0,1,5,6,branch,north,premium,3934.33,48.4,8,1257.49,157.18625,0.0,0.125,0.8333333333333334,1.1903878375947823,31.280845771144275,1.5480015228487791,mature,in_person
RID-001459,31.0,74039.1,21.6,82.9,9,1845.61,1271.61,1,1,1,2,partner,north,enterprise,3547.59,82.9,9,1845.61,205.06777777777776,0.5,0.1111111111111111,0.5,1.4513962614323574,85.4449074074074,-0.7463684245796365,growing,assisted
RID-001210,41.0,72704.54,34.9,10.6,9,2310.7,1395.41,2,0,3,4,online,west,basic,4630.37,10.6,9,2310.7,256.7444444444444,0.5,0.0,0.75,1.6559290817752486,66.20916905444126,3.3412957592279318,growing,digital
RID-000932,34.0,52325.37,27.1,21.2,7,1476.16,1232.57,0,0,2,4,partner,west,basic,3820.14,21.2,7,1476.16,210.88000000000002,0.0,0.0,0.5,1.1976277209407986,54.47084870848708,0.9364198778040846,growing,assisted
RID-000210,48.0,90599.18,21.8,36.3,3,784.54,420.77,1,1,1,2,online,east,basic,3431.98,36.3,3,784.54,261.5133333333333,0.5,0.3333333333333333,0.5,1.8645340684934761,35.98807339449541,-3.128909053596246,growing,digital
RID-000731,43.0,113819.35,19.1,31.5,4,519.6,442.91,0,0,2,4,agent,east,premium,3809.99,31.5,4,519.6,129.9,0.0,0.0,0.5,1.1731503014156375,27.20418848167539,-0.4989016457601496,growing,assisted
RID-000141,51.0,80971.06,51.4,13.6,11,1415.38,855.4,0,1,5,7,online,south,enterprise,5086.79,13.6,11,1415.38,128.6709090909091,0.0,0.09090909090909091,0.7142857142857143,1.654641103577274,27.536575875486385,3.2516104665697205,mature,digital
RID-001293,47.0,54608.85,58.3,93.0,10,1192.08,881.19,0,1,4,5,agent,west,premium,3969.29,93.0,10,1192.08,119.208,0.0,0.1,0.8,1.3528069996255063,20.447341337907375,1.031660950089792,mature,assisted
RID-001203,37.0,65383.42,28.6,115.1,4,739.59,499.32,1,0,2,3,agent,west,basic,3285.24,115.1,4,739.59,184.8975,0.3333333333333333,0.0,0.6666666666666666,1.4811944244172075,25.85979020979021,-1.9634865416299183,growing,assisted
RID-000911,33.0,59327.51,35.3,27.3,6,199.35,178.27,0,0,3,4,online,south,plus,3921.23,27.3,6,199.35,33.225,0.0,0.0,0.75,1.118247601952095,5.647308781869689,1.7253300786612067,growing,digital
RID-001420,25.0,55820.0,58.9,13.0,9,1112.32,592.13,1,0,5,8,branch,north,basic,4597.98,13.0,9,1112.32,123.5911111111111,0.125,0.0,0.625,1.8785064090655768,18.884889643463495,2.6022446466205453,mature,in_person
RID-001558,57.0,77782.52,19.9,60.6,8,1844.59,1547.55,0,0,2,3,partner,south,basic,4307.62,60.6,8,1844.59,230.57375,0.0,0.0,0.6666666666666666,1.1919421020322445,92.69296482412061,1.1009411356955525,growing,assisted
RID-000862,47.0,48720.22,70.8,20.0,7,970.76,636.32,0,0,6,7,online,south,plus,4613.51,20.0,7,970.76,138.68,0.0,0.0,0.8571428571428571,1.5255846115162182,13.711299435028248,2.8883179536176296,mature,digital
RID-001143,30.0,75139.78,40.5,29.7,5,843.0,426.8,2,2,4,6,online,west,premium,3215.85,29.7,5,843.0,168.6,0.3333333333333333,0.4,0.6666666666666666,1.9751640112464854,20.814814814814813,-1.70707384191088,mature,digital
RID-000712,25.0,57013.37,44.9,81.2,6,1251.09,809.74,0,2,4,6,partner,west,basic,3718.41,81.2,6,1251.09,208.515,0.0,0.3333333333333333,0.6666666666666666,1.5450514980117074,27.86391982182628,-2.356563979203227,mature,assisted
RID-000707,30.0,104654.69,62.9,21.5,7,1738.0,1442.75,2,1,6,9,agent,south,premium,5216.48,21.5,7,1738.0,248.28571428571428,0.2222222222222222,0.14285714285714285,0.6666666666666666,1.2046439092011783,27.631160572337045,0.9174636540821004,mature,assisted
RID-000011,39.0,71999.81,42.9,57.7,7,1303.64,1150.8,0,0,4,5,agent,east,plus,4965.79,57.7,7,1303.64,186.23428571428573,0.0,0.0,0.8,1.1328119568995483,30.38787878787879,1.5173265988547393,mature,assisted
RID-001603,43.0,82458.84,35.4,60.4,10,2461.32,1815.14,0,0,2,5,branch,north,plus,5027.6,60.4,10,2461.32,246.132,0.0,0.0,0.4,1.3559945789305508,69.52881355932205,0.437524106567016,growing,in_person
RID-001326,46.0,68774.0,61.3,32.8,5,1100.68,719.65,1,0,4,6,online,east,plus,4325.3,32.8,5,1100.68,220.13600000000002,0.16666666666666666,0.0,0.6666666666666666,1.5294657124991318,17.955628058727573,0.7410168592867725,mature,digital
RID-000283,40.0,87062.34,32.2,16.3,4,1027.35,578.8,0,0,2,3,branch,north,premium,3664.69,16.3,4,1027.35,256.8375,0.0,0.0,0.6666666666666666,1.7749654457498272,31.905279503105586,0.825207632096036,growing,in_person
RID-000292,20.0,83677.41,58.0,31.4,8,601.01,346.43,0,0,6,9,online,north,basic,3979.52,31.4,8,601.01,75.12625,0.0,0.0,0.6666666666666666,1.7348670727131021,10.362241379310344,1.9251301020194176,mature,digital
RID-000627,47.0,65573.6,48.7,91.5,6,1153.49,777.18,0,1,5,7,agent,east,basic,3275.09,91.5,6,1153.49,192.24833333333333,0.0,0.16666666666666666,0.7142857142857143,1.4841992845930159,23.685626283367554,-1.3350552737183112,mature,assisted
RID-001223,39.0,80053.85,39.2,76.3,5,593.18,391.95,3,0,4,6,online,north,plus,3767.4,76.3,5,593.18,118.636,0.5,0.0,0.6666666666666666,1.5134073223625462,15.132142857142854,-0.48679889533953347,mature,digital
RID-001076,52.0,86732.54,22.7,45.4,4,462.09,275.38,1,0,2,5,online,west,plus,3141.46,45.4,4,462.09,115.5225,0.2,0.0,0.4,1.678008569976033,20.356387665198238,-1.4282858172350967,growing,digital
RID-000130,38.0,95698.66,46.6,111.5,10,1225.32,881.58,0,0,4,7,agent,south,basic,4316.79,111.5,10,1225.32,122.532,0.0,0.0,0.5714285714285714,1.3899135642823113,26.294420600858366,-0.08415348223947072,mature,assisted
RID-001194,34.0,77537.91,48.9,97.2,6,1229.15,967.65,1,0,4,7,online,north,enterprise,4373.99,97.2,6,1229.15,204.85833333333335,0.14285714285714285,0.0,0.5714285714285714,1.2702423396889373,25.135991820040903,-1.2066564717881638,mature,digital
RID-000324,46.0,53439.23,31.6,37.8,4,896.62,801.92,3,0,2,5,partner,west,basic,3454.3,37.8,4,896.62,224.155,0.6,0.0,0.4,1.118091580207502,28.37405063291139,-1.2137708807946386,growing,assisted
RID-000951,43.0,64267.97,30.0,83.7,4,1080.92,787.7,0,0,3,5,agent,west,enterprise,3721.79,83.7,4,1080.92,270.23,0.0,0.0,0.6,1.3722483178875207,36.03066666666667,-1.4352329083265551,growing,assisted
RID-000695,40.0,76834.32,30.7,12.6,9,1356.83,1056.89,0,0,4,5,branch,east,premium,5084.29,12.6,9,1356.83,150.7588888888889,0.0,0.0,0.8,1.2837949077008959,44.19641693811075,3.5533682816572347,growing,in_person
RID-001504,44.0,34391.27,61.0,72.0,9,1624.11,1395.88,1,1,4,5,online,west,plus,4026.74,72.0,9,1624.11,180.45666666666665,0.2,0.1111111111111111,0.8,1.1635025933461327,26.624754098360654,1.1724340842707173,mature,digital
RID-001678,36.0,89148.9,47.8,41.3,6,925.58,765.14,1,2,2,5,agent,south,premium,3698.33,41.3,6,925.58,154.26333333333335,0.2,0.3333333333333333,0.4,1.2096871160833311,19.363598326359835,-2.6624876108512536,mature,assisted
RID-000713,41.0,78150.17,33.3,56.5,8,2486.86,2073.39,3,0,3,6,branch,west,basic,4991.89,56.5,8,2486.86,310.8575,0.5,0.0,0.5,1.1994173792677694,74.6804804804805,0.32158689380000377,growing,in_person
RID-001695,62.0,50711.33,21.9,57.1,6,196.0,109.87,0,0,2,3,agent,south,plus,3116.42,57.1,6,196.0,32.666666666666664,0.0,0.0,0.6666666666666666,1.783926458541913,8.949771689497718,0.43666602013072287,growing,assisted
RID-000988,42.0,77308.54,36.3,32.5,6,1712.71,1288.85,0,0,4,7,agent,east,premium,5236.92,32.5,6,1712.71,285.45166666666665,0.0,0.0,0.5714285714285714,1.3288668192574777,47.18209366391185,0.6195430529088934,mature,assisted
RID-001458,44.0,112107.43,58.1,71.2,8,1375.37,1067.23,0,0,6,8,agent,west,basic,5792.56,71.2,8,1375.37,171.92125,0.0,0.0,0.75,1.2887287651209205,23.67246127366609,1.2492889531478117,mature,assisted
RID-001476,41.0,99269.43,43.4,19.0,10,1493.08,1126.36,0,0,4,7,online,north,enterprise,5065.96,19.0,10,1493.08,149.308,0.0,0.0,0.5714285714285714,1.3255797435988494,34.40276497695852,2.5267190994371567,mature,digital
RID-000159,34.0,96697.51,59.2,97.5,5,570.66,351.78,2,0,5,6,branch,east,basic,3732.71,97.5,5,570.66,114.13199999999999,0.3333333333333333,0.0,0.8333333333333334,1.6222070612314514,9.639527027027025,-0.1901032604350148,mature,in_person
RID-000810,58.0,112581.39,41.7,45.0,6,1330.04,999.8,1,0,4,5,agent,north,basic,5415.08,45.0,6,1330.04,221.67333333333332,0.2,0.0,0.8,1.3303060612122424,31.89544364508393,1.4942599034437738,mature,assisted
